durability,undying_id
7345650,7574
3956831,7192
9226058,6556
6474882,2794
8786037,7160
117775,3790
5281328,1622
6856773,1789
2540073,68
3509213,4602
6967452,8513
851398,2334
9007731,6946
2180917,9073
1183110,1571
957786,7450
982539,8558
4408955,3004
8219729,6737
4306947,2058
1109273,1922
4462189,8375
6837173,9289
6040250,3921
5588378,6348
9901655,3384
4289227,7654
3672557,2305
3775723,1414
2534168,863
9712917,8529
6365706,1540
3054470,6554
8672429,7741
8492055,9602
4422958,8567
8216119,8349
6068891,9915
9626841,6528
4304929,2855
2637374,8703
4522643,7826
7371903,5910
5486942,3208
4188844,1533
2767098,1484
3168420,6022
6573626,4034
4320335,4027
3653349,4649
5612148,4822
6349377,7386
3478483,5284
296794,6489
100998,7507
8235955,1317
3092946,8977
2366865,5633
552973,2605
8400949,1064
5331182,2461
8047577,2545
2963521,2424
1234879,5891
7402225,1065
4244483,6133
9289947,7991
8510597,9332
1137202,9919
7976195,4095
7343238,7837
2164285,2199
2139663,4662
9437906,8095
9791973,2077
9898649,9193
1146069,9717
307999,3292
4550901,6247
9639260,9518
5603969,1809
3218647,4284
4089304,3987
1062232,9906
5967090,2914
6507556,2868
8349428,6735
1323555,341
1643068,7877
67337,8531
316396,729
7722153,5440
208766,7046
2340888,6109
8839692,8228
3852570,9482
841043,1561
322373,2424
1290563,6959
7172050,4169
923286,5231
7255684,3417
9522760,5265
1015448,9226
8284325,4846
2936933,6262
1231190,2918
103635,8892
1285041,8858
5832301,4659
6856583,2515
177995,3506
4559474,3766
8199820,8230
9980311,4407
5380596,9795
5797381,5782
236195,8630
722497,6663
2662826,1508
4842770,5809
8344356,8772
2071108,3970
2910528,5702
7010662,3018
5468184,8138
7388046,7281
4577068,2529
7164899,1082
8741832,761
8458916,149
7694034,9496
9188531,8213
9048776,5693
7964639,3466
8604836,1719
8321251,4985
3906633,1135
30238,3451
4907074,7694
603857,2641
8329189,4424
9924890,6730
9849656,870
2251053,8552
8986488,4651
8415526,9453
5119897,9890
9642303,5246
1766257,1379
5118238,4673
3300068,6224
436240,5501
7921404,8440
7626964,7679
998318,5089
3373656,4688
6324949,7058
7088787,5183
677896,7060
2413495,1228
5703567,291
1939913,2133
329350,8049
6423814,175
2918796,4795
2727397,1135
2441583,8417
2958605,7724
6063613,3876
6274154,2086
3503852,9980
103810,5199
9244173,1706
8206176,5005
6860100,5990
498601,7533
3069776,6999
3401740,2121
6441598,9839
1968688,5168
6208050,5424
367007,1632
6714367,1208
4473359,4989
9452099,5626
9372212,6257
7819664,5423
6680085,3871
1313272,4588
9395946,8179
3246130,4872
413641,4791
1974230,495
4582241,6816
9826613,1317
681048,461
5652911,1462
2377377,3282
780250,3183
8545404,2863
1308775,3367
8977803,8208
8252272,8335
8718175,4414
1362355,6880
1402758,7510
9239443,7853
737353,28
8206629,8450
9534302,8957
5978920,1490
3916643,3941
5446685,9172
8309661,3235
7206535,3653
6322825,7539
9112553,591
1429279,1266
8460014,8161
1297432,307
3164710,9218
4818425,3534
5567967,5558
9973725,205
1479425,9215
6552618,4523
1075990,8450
8151428,9459
4636124,3911
9717415,580
441523,751
8747109,6558
64820,8416
3596897,520
7420089,3710
1766677,7222
1874672,5401
3170337,8075
3142970,3985
9452368,2947
9150856,2775
2980954,5642
6946703,9828
7157795,6407
4496323,2188
6340748,6011
197580,5972
6100231,2926
6312083,2584
4495006,9674
7891769,7890
7633476,388
8364989,3161
5454864,4840
7106908,574
3954305,6075
1628657,9575
6434450,4628
3782,7866
4555091,4325
2432728,2793
8076269,7950
1321761,6749
6877016,1338
151235,1078
927940,5085
1298987,9815
6242278,9208
2909071,6065
4981921,7204
3486701,811
6607062,906
1460306,7745
5313967,6283
4979342,1107
6850967,9717
7616578,8437
911277,952
5030612,3861
9512141,8711
308446,1052
9693668,2642
8134109,9833
7701745,7307
3302665,5019
6478594,5854
5650575,194
6360389,200
3027380,753
7111131,4788
7224470,6610
7352552,3032
7329992,5971
1503772,8710
7794153,9475
220216,433
2984760,5887
4447063,4136
338249,3638
1793903,1375
3550160,8464
6771060,375
1858488,6675
7306124,352
2274750,1598
9363347,8964
9713144,5313
8861058,4144
7546512,3499
377713,41
3944103,6166
5703346,8873
3235611,8765
6506357,4241
2286225,5571
4016551,1456
4761546,9913
6289494,5434
7364597,7263
3732684,6979
6570876,9529
8129184,8327
4096763,4731
8527726,2326
7566085,9632
5599452,1381
5567216,9265
760194,3028
8811603,8960
4986466,3722
5420973,3757
8059549,3823
5261049,8912
3245657,6862
9680766,6000
8454478,4245
3061832,1525
1323754,7878
1530946,2526
82641,5380
5526578,6039
8824862,9461
1508437,2135
9217403,9062
28763,9580
465765,9158
6167395,3987
9589908,7682
1718312,1360
4835608,8953
7080362,5411
2214237,4084
4316859,6730
9593447,6388
1669763,4272
168532,4830
4767393,9784
7552204,3916
3019653,48
5699673,8051
2529412,2075
7607986,1733
405334,3306
1980319,1042
321677,8805
6204999,6925
9952282,8380
2707755,3340
2434536,5168
1167848,2897
2575371,4507
2598256,10
3475688,5489
4831895,7811
9954459,2480
461799,4785
7813696,1643
1719524,9946
5674201,8400
7688580,7059
1464764,2340
6065790,9388
526689,4260
8000748,7070
8895212,403
9056792,5375
4937058,7940
2687999,6697
9411237,4271
4999838,1262
1591177,5982
5525192,1819
3261297,6979
900620,3796
697473,6446
6782830,8768
2926041,7671
9293160,7555
8860859,8605
6230661,5186
4281556,1982
2078804,7903
9272568,3686
21727,8760
6135334,1089
3322129,8014
6795226,2002
67131,2081
9318565,7109
6151096,5804
2876039,9053
7469497,6266
2383980,8242
4947882,2792
407708,7484
4109596,5780
5689100,5382
3358792,9047
7932503,9809
3624560,4469
8372351,2118
1220964,4191
423962,9684
4747494,1171
118378,1748
8751324,3286
148561,9649
4423350,9267
5641078,7629
4619183,8858
7994585,9306
4971658,9684
4461816,1267
460013,465
8763328,839
215405,5689
2352692,8861
9705468,8550
9342877,6745
8888271,9311
9726227,8724
7812984,103
6716438,8198
6564667,747
9228393,6745
2674143,6916
4109518,4478
3244739,9326
730584,7967
3105433,6510
2053592,3045
7173236,8770
5931488,2340
575678,5152
2115126,4342
3262675,5415
6602218,9565
1106700,3768
9158767,4571
5877285,6126
5825114,1781
9108689,3250
1991588,9909
2742362,5172
1892111,2722
5124835,5161
1666167,1988
1654420,6293
7806020,6661
377623,5582
4865026,6812
1499358,5128
5694999,9496
2464429,2117
787873,1171
7563760,3397
8136365,1586
4268945,8878
5869159,8242
1681999,4437
9603622,7596
3309390,8741
3202166,1449
9405974,5542
6348257,489
812212,7390
825406,4797
1972499,6637
4364793,7021
6539047,9806
8094193,5933
2047147,1300
2058262,4402
5020410,4111
7490245,6099
946432,5295
303125,3191
5875174,51
2880016,7623
3309896,5431
8718461,7925
7514082,6181
3695010,5342
802896,9512
8501574,8241
8657982,9062
9720448,1316
5688497,6204
3804065,4896
5609224,3052
4727700,4824
7987864,4246
2290556,9070
7091575,183
4308234,3728
7574654,3365
4359929,350
5245005,8402
7230140,402
9852334,1332
3866856,2955
7602243,5748
8449463,7109
9384122,3793
6146141,6481
9599522,4425
7065676,4109
9621340,5832
3359540,2196
5138236,1426
5555926,475
7801685,4362
9725773,3395
8259440,5740
4220192,9820
3208540,3675
6095658,8160
7000172,1581
7817205,5024
5716184,9209
9755501,9209
9218597,8818
2340109,4139
3514779,3140
5563950,2652
6258120,3869
1180040,6562
9071528,6874
4077175,6031
925580,8826
3631609,363
9930786,4304
6434491,5072
4708451,3345
8536157,53
7905493,5807
2878006,4643
873386,2566
5552866,5239
445365,2890
7960302,3021
5750183,6146
5188179,7024
8047319,646
5844867,6686
6355251,7236
7885000,7898
1585851,9368
548130,4509
2923481,9211
8187953,9461
2753591,3947
5780600,6495
6722502,4485
4327707,6110
1078477,7548
7948169,8586
6194871,8596
115685,286
2316065,1703
8668279,6583
1609057,4059
591768,7410
4946034,8319
1672715,3834
3231357,7449
5259070,5592
6731679,2567
4018479,6995
3279290,704
3455952,7282
4600314,2942
285272,9761
6025141,8977
2757135,6208
4427158,6371
3774811,7017
3938510,2398
7018491,2435
6839106,1153
9769968,9706
1734037,3665
5704785,7743
8850717,8530
8435952,5300
5671360,9828
3534233,3331
5756570,5829
8172755,9088
9911282,7355
9653577,5770
9667951,75
8430328,7147
8936538,4685
7365808,8923
1326426,650
3644068,2133
1031515,9247
7622336,6815
3363726,4631
2314176,2105
9180554,5200
9561452,7423
7931589,5013
6043281,5725
4018373,5544
6069432,8945
2473501,8117
224057,1135
8674185,4364
4897919,3469
4253289,9402
3099095,1440
877551,8237
375621,5717
5187208,8219
7152720,8687
4822852,9394
1568207,4925
8578828,2988
7041013,1222
3017117,4958
8625645,9499
3088208,8107
5387535,6743
9011204,7810
7346809,443
253104,7651
2022712,746
3419621,165
2919560,3648
1809023,1586
804922,2507
9000873,6253
1186417,5548
6245675,7582
2828861,214
4394602,8101
4767169,5512
3341086,7858
7075126,228
6332489,66
5982082,1858
4484939,3359
9102433,2301
4045693,4767
5825867,6719
2356568,8716
5433631,5665
6482376,8484
8907302,9585
8966015,116
1503960,3139
266080,7393
6735501,8703
4878557,4895
2880327,941
4080310,9370
4231667,1882
9426586,7736
8279183,69
9220470,4181
814988,6111
1555128,5591
4250548,7435
4177747,8663
1594470,7878
9977484,2381
2689045,2549
1145528,3950
3851660,7978
940,2510
9100305,4226
5019651,4891
2748536,607
7531739,592
4849009,5755
3335872,7981
6699235,2613
7899324,7115
9585056,2947
724803,5820
6970859,1204
5318297,6608
2769699,9088
1648826,8158
8639342,1942
6896311,543
8633089,8696
9014071,3836
7319594,3636
5357558,2906
2328099,8913
9055741,4557
7151979,4880
3141929,2992
1082923,3049
2670353,5658
238426,3852
4994883,2668
3712587,8509
2689829,3303
4206294,5029
3546640,3249
3468105,4721
3564003,2794
5717347,1735
8607027,892
127896,8213
4977765,2541
8853038,6547
5689431,9642
4747060,32
2712946,7404
5242382,4924
6457134,3589
7479902,5351
1361583,2439
5723297,5495
4939971,7314
250686,363
2085277,7948
4913340,8653
3319729,9167
7211740,1789
9288786,7625
2131620,8
6192893,2041
7663112,8869
1552461,684
6260122,357
5899456,8808
5702907,6099
5945896,7813
1923021,6506
4076025,8494
1302173,5015
4493868,3910
9538859,4555
8719826,4998
1385008,2026
2334853,2411
9219503,9029
6965677,9890
9694424,2707
7406865,2076
3423789,9171
6182415,5036
8601364,7103
5165670,2851
4902198,1525
9820757,5885
4426736,3202
2342955,508
4359548,8287
4112373,5740
939780,9042
3362081,9241
7773494,5806
2738483,9946
1615237,2898
2568161,591
3022810,1947
5931287,9828
1845181,91
3550910,2665
159122,8104
6383204,3510
9480161,4179
878837,4701
7189578,1748
166818,9175
5954529,4004
9723140,134
7408311,1587
438602,936
258362,2764
6064452,3523
5948334,7736
4291606,203
8287395,3423
5427321,7901
6411579,1779
3207335,8063
8197344,7206
5889668,6903
9523972,696
5018914,9689
6724129,689
7085162,2016
9602811,5247
9970987,9455
2185969,943
6309650,2468
386472,7301
4004034,7742
9930774,7801
2203606,8349
1563012,787
2697229,8694
7238809,3632
9524287,1579
3885247,359
9834034,8213
4066251,7705
5786707,8799
8219848,2779
4021498,4764
8206930,6667
8184553,8551
4376081,5357
9187003,9779
6629754,6024
9784716,3336
8582641,2594
7751584,9767
8720521,6997
2276871,9201
6048107,5228
6401436,4471
4799153,1078
2857555,7511
1880378,1706
9431941,6478
8225268,1516
1452542,604
4545092,7683
751277,9766
8404581,6012
4873366,4231
436559,8526
4197334,1378
1978833,6339
4870773,3643
3557852,9397
8513135,5253
9124470,8806
9419667,2349
8834096,6741
3889929,5878
1854920,4950
7494471,2006
8457516,6798
2618938,9671
8708263,1180
5237665,1652
4818151,8506
8535216,8412
6741364,2539
869370,4706
2377472,1400
9616438,4157
1554614,962
4496772,236
1244808,1682
9103836,9083
457656,630
7694478,958
606178,2779
2901726,5938
2702628,1836
7574768,5985
6150778,4581
4523272,9600
7047398,8272
1884908,9618
8509968,7426
566788,2642
824780,6614
3603215,9283
4624610,2794
9748695,9879
7899285,6181
8604624,8870
6691688,2245
7612696,5739
1466878,3054
7616031,3153
6508252,2472
7823098,7149
6983622,3858
95616,2230
2603923,4163
1585433,3163
438255,5423
4483018,6226
5598174,4173
9148561,2088
2888941,3688
9535773,9068
2844191,2477
5139662,8848
5327571,9175
4820490,8648
4203006,3320
421273,8547
4495484,5717
2605604,2907
3595695,9020
4093657,9195
1764291,2031
5589810,1921
902209,4061
234883,5512
1213519,4058
9772447,1075
3552041,7372
477908,6654
4273910,8591
3824696,8801
8206234,8777
7567820,4223
5471994,2885
2556537,9027
1007293,9839
9574706,5751
9654749,3391
3176823,5454
3739238,7283
417229,8814
9605949,8698
6274571,89
7875690,4262
7923451,7683
5765010,5156
3955308,8646
7738017,935
8180239,2239
9024735,9104
7204589,5752
7734202,8402
2760188,4661
7747094,5276
3692267,3615
3229671,3617
6794595,9864
1751009,5724
6800322,4052
3950250,443
1372707,2206
1083101,6872
8758644,4167
8135572,9803
4093776,4493
1063791,6311
2306527,8640
8740546,5740
6915068,3325
3916291,6036
3743616,5895
4263882,726
6297517,238
5170407,2950
2892512,8750
474805,1981
9661207,3459
4010701,7459
990054,8351
2648966,4291
1015555,8290
1818398,4399
434280,7727
9503655,5991
2431045,3972
5225047,7261
989289,9024
8628598,909
7170878,2864
6965927,171
2317015,2261
4479017,8
4192376,3858
7176703,1468
771388,4968
8913417,9774
1053017,9364
3286933,1424
8863240,6116
6097701,8863
8582424,496
2461286,7851
6133927,6485
9647666,5763
3813284,2592
8524613,3165
6718666,1768
9272335,8165
5718222,304
7147735,8341
6283953,5695
8715115,8718
9313988,1267
5341158,3461
2367213,5025
8775458,6264
3942149,1020
9571641,2079
4329754,4689
3657663,910
2338293,9708
5196806,6205
3549671,7374
8040190,4247
5122639,2736
1872512,1965
5685051,977
5751385,3613
7595181,5303
2561221,4246
6466836,375
2604363,4312
5073405,7995
5212929,7294
848487,8479
6476176,5716
9994925,260
7249965,1489
6587133,6893
743532,5222
3404510,820
6995519,5283
6909448,813
2898223,3148
3586222,8268
7387474,9466
4665545,5935
6501302,8884
5167013,1488
966511,6626
4735195,1070
2171306,7914
7572019,8620
870494,525
9241788,7795
2970812,8129
1843275,1863
2002462,6150
630877,691
1126928,3291
3609898,6873
8109630,6397
5795264,4839
4688293,5068
6636655,6584
7844380,9033
3681783,7769
9772572,5894
4240017,6404
1233563,3021
2735447,2037
6120506,5846
6625413,7817
4451735,1935
2191609,8456
2564547,743
7178858,7019
7405916,7559
171372,1857
1862258,5084
882889,5812
3612811,8818
6604602,2104
8347744,4620
5252058,6405
4758760,5535
2658905,7185
1586751,6889
8235991,7625
2554789,1875
2035347,885
5732743,3177
3446210,2691
1920257,5473
7157669,4774
7928235,8803
7775264,305
6482848,8855
7697068,4377
4372234,2829
4184916,7290
7900040,5428
6509983,1889
1327407,9263
8010619,6856
8786754,3389
1655212,5894
4696143,5807
1003692,4980
9708206,1577
8788153,4768
7262838,2861
9428113,2167
5532069,5853
1759359,9198
5890845,8218
991500,6947
2642190,4049
8403997,894
1818639,2567
6927456,3253
6782014,3354
7333222,4475
9115710,3538
7356370,863
1167006,92
2459119,6777
9434453,7133
4719792,500
1376262,9647
7105809,3352
2797008,428
9671353,120
6188249,7484
2809739,9854
2059889,6565
1780284,8695
5983947,7220
6382700,5525
3428379,8325
1095100,5808
5671657,7162
8058042,333
8735449,8293
5188657,1143
7920749,1320
4932644,9267
1725807,1976
4373352,9606
6819826,1843
9292719,1524
1217964,860
9912710,3078
8202221,7181
5235009,3291
5204748,6823
5610612,4031
481982,1272
230618,5557
4219793,1713
4061413,672
5451793,4290
439437,6631
3608765,4701
5037249,5002
7169769,6298
2686741,3007
4697814,3895
3991847,3948
2700242,8129
525146,794
2001467,658
511210,6947
3683706,2219
9213998,4525
8931451,1711
3909893,9389
2283278,3130
4774293,6837
6026157,9999
5463030,6332
1723210,991
5668779,2602
9975523,2791
6063831,5185
5847243,8271
9975305,3724
4548265,5296
4025337,9063
4990252,8290
6696819,5335
5649638,6965
7362833,8809
717765,3006
1531327,2077
3875316,1382
8868962,7017
7657874,820
4418956,1143
745502,2133
232661,2566
3154764,6731
1501266,56
2499708,7846
3376427,971
7975984,1433
4180338,6645
3050231,1747
4585062,2407
8095539,5828
2348725,3341
2058141,911
3858697,3453
129408,7856
1690088,9804
9660228,898
7193209,9856
5264378,3161
4341534,3598
6408584,1021
619869,7249
833443,1754
7113524,8204
6384953,6858
3542500,7721
8956566,8834
6167896,1980
8914049,4721
2851803,6702
9200021,7877
8920609,9923
3360128,1604
3640541,7370
6032194,726
7985760,6537
1772526,5055
9950591,3258
1564890,25
1821486,3070
56830,7857
2921989,6964
2674096,4999
511981,7081
8730108,9777
1063578,9739
2993066,8737
5967562,4645
3114440,6622
1030892,8642
4536567,2298
9670965,2065
3966752,9779
6895589,3555
4328945,7140
6475969,9464
8820267,3298
8045506,2982
2818956,8335
9456115,4276
9414995,6720
2039317,4253
9664312,8981
116426,4531
4666550,4969
7228737,7790
5416586,5232
2109093,1514
1621488,9124
6065738,6321
7855221,9807
8233097,6577
37494,1704
9202915,5440
8896341,7965
2174593,4759
6548869,6167
5497954,5589
7006579,1550
7570199,5100
9285608,6749
9127430,1488
5360383,9387
2379698,8417
8586852,757
4353332,5426
4004824,83
4819567,7352
1713487,4305
9466622,8576
8229152,5685
1724857,8354
3298616,2581
9961891,7716
8305619,5963
6032708,1210
633078,2026
7226748,7152
1514564,7165
4003801,3388
4687921,3478
9353186,8115
3688617,9044
9445189,1095
8562256,8642
4876864,9584
9312476,7419
5486432,3353
2275030,3714
2452576,7273
5749351,7329
4080234,6043
9018082,5275
7264817,3215
505746,260
9070477,8138
4930570,2977
7513077,7399
9180411,7794
5345835,3129
1681800,3525
2803953,5175
6434978,799
5485088,1903
8958791,1107
5002966,9349
1549474,6740
6033555,120
49886,1356
7979911,1757
4492576,1415
8878954,2378
5876326,3976
7851522,3074
5134389,3002
4876597,7559
9922177,6346
4576355,3521
8207734,3154
8412043,1864
3966725,9930
9082313,3011
6990890,730
5059078,5148
3943792,4617
7118397,5095
9336671,1544
4108536,2100
4229225,7459
2371650,5490
9360847,7054
6602599,1283
450194,8812
1869706,7080
9846700,1516
532363,5173
4879825,7745
1695894,192
800750,9037
6763553,6280
6582136,23
7878944,3668
793197,770
91386,6792
7526956,1116
9894753,5115
689858,1747
9377320,344
4160324,5703
6254159,4080
443914,5988
2505178,4511
938669,6228
2189961,8809
6923649,9724
1159713,7103
2059378,1933
7147747,888
7289397,9157
542851,3635
4558666,4401
4380174,9813
9122581,5913
6113982,59
1784667,726
7869086,2934
8155542,1568
7385322,5776
4142704,2570
290696,2099
2274900,3355
5447003,4181
2206739,5773
3363517,9134
9891389,1302
9045953,8380
2545286,1569
6928465,8538
729862,6506
8715604,6280
8245070,9195
3977408,3897
4755647,7361
8482057,6442
4892860,8128
7863329,1334
8532556,9213
6095435,3054
5516874,4007
9596932,6001
7571781,9829
8030935,4106
5052278,8180
6748912,8434
5493842,5279
5091299,4615
8963776,2790
5560862,1057
7951994,6175
2663606,8843
742808,3158
328805,2797
186622,2702
6865610,5458
3324108,3012
9706616,6139
7998304,9500
3724437,4596
5908508,757
6036311,3983
8974212,3243
2115257,8771
3173119,8550
8776913,4903
6580372,3510
389341,2489
1797016,4746
1447427,2075
7472964,993
9072108,6561
7506195,5692
5688110,4731
2601663,4683
1028889,9176
9352185,8842
3181812,6943
203315,3138
1496271,904
5668174,6433
1104390,1405
2730445,2249
8874384,7202
9267503,1210
5475047,2933
2516317,5008
7614252,7080
9278767,2982
5805654,8731
5262804,280
5473980,4985
7814496,8318
5312685,4242
2805826,5429
8971911,8555
7126480,7764
4873523,1240
7187288,3323
5688075,6938
90275,8478
7993178,5197
2675952,519
8771699,5975
434599,5897
7173414,4575
4127848,6097
18209,1506
4527305,5519
5277554,4507
7500733,8953
2325893,2454
2873126,4169
3649588,540
707095,2655
5761985,8253
7327693,9016
9963666,9990
7709741,6159
1779970,2574
4175842,3656
8397257,9664
5889665,8852
2998044,6044
5223105,323
9864483,3899
8557909,7439
2365371,2092
5916750,9241
39747,9395
4249201,8133
4144174,6871
123031,1190
7043674,6625
5713218,4588
6190528,720
9367190,649
8253441,1071
8576587,4372
8634551,3214
9619396,699
5267,1249
814063,4118
4205889,5996
940641,5207
7461780,2385
1956733,1449
5142381,4466
3629678,4178
583942,5846
4591574,845
3158809,8717
6366173,755
8003539,140
4258572,8301
2968525,1129
7668956,5653
3779590,8263
3437885,9300
7940030,7477
321056,5505
132131,6583
8911413,1900
9044003,6388
8235815,1705
7465941,6346
2641395,5820
5449896,8350
4662031,8619
567974,7293
9080635,6639
4106441,9565
2662511,5340
9254186,678
1552517,7440
4850028,137
2561809,3212
5547675,5768
4594035,9322
7712833,3487
9127404,105
567574,5967
1542325,7037
6175240,5142
4591587,8040
5104433,1528
5387459,2257
695460,4245
3155541,7299
5426110,6686
4778680,9486
7664924,3416
7905108,2713
2824279,1668
362610,5950
5606610,221
8816206,5787
5970958,4406
4477572,3299
6156028,9754
4609265,1234
1492740,7027
2425318,1274
4324425,8931
5895171,8632
5927239,4489
1588898,7373
4908303,3993
974182,5478
1600091,4971
367238,9778
2649160,3830
4042787,3285
1116378,4203
110153,8957
3884757,2826
3443748,3785
7747408,9624
4757979,6317
5562140,8187
1311326,723
3831157,3100
2479423,3785
7874439,4032
4544800,712
2560295,8637
3503607,2709
1187241,9423
9561278,4445
8276084,5962
3806245,8789
2368007,4045
5259582,1368
478308,5684
1180914,4387
5187310,3102
3889571,64
6003416,8043
8924015,3640
548457,4981
3380715,2631
6716886,6601
1246609,552
8550350,1965
2405990,6240
4210564,3402
4060398,6998
1040547,9285
5487560,7235
5738814,1837
9744098,9857
3148252,9331
381320,9245
6304498,6514
2593511,3229
4314222,5420
1537549,5856
1456819,4194
977542,1687
2941585,5693
630505,3839
4842653,3915
4039878,2168
4778756,602
5742042,3508
338801,38
3575798,592
6639681,3917
3268805,3797
691249,934
8736882,6862
3606415,3672
4705873,4748
121463,4746
7570582,9536
7771309,2034
7703312,4317
2559782,2754
8647382,9720
9832920,9499
5594652,6346
8800760,3749
5890468,5532
4156277,9812
3066015,7222
8207820,2057
3626461,2067
1167044,7178
529249,6238
844136,3648
1175740,1421
4775374,2401
7783661,8461
6602144,3142
3962900,2603
9289004,2179
6494638,4911
3633144,2019
1365860,8159
1749647,1762
2214194,9714
5621914,7730
6883556,7262
7285688,1267
6010783,7383
6833159,5233
7209164,8645
8155265,3658
6190418,9719
9850132,9482
9680246,3229
4693727,1326
1460366,2465
9338944,8001
6265939,2114
35454,4362
3689390,4376
3644332,8830
19154,5189
9418882,8208
4757061,5636
8309526,5604
5510631,8759
5384178,5196
5673684,5190
763226,6270
799956,3819
774786,6848
5690238,9367
9732926,5244
957357,3379
8593792,7427
6757549,3764
5063393,2059
2646338,4520
643902,7972
3618267,9187
8028460,2786
8171889,7965
5099228,706
5586201,1022
6416764,1104
9460695,6818
553463,8405
7912952,4992
6389692,748
4234913,1984
5373278,5261
9425718,9039
7694509,3135
4333780,4854
8116391,4991
4695715,5718
9602004,8788
3726435,9438
3313560,8637
2660690,2146
3473400,5937
6883785,7472
2542818,6817
6848816,2084
3367693,3039
5974091,5784
5402546,220
8208919,8219
1328738,6179
6276345,4059
4375663,1677
8278807,544
2576135,3078
5634386,6596
7345165,9566
3737328,7119
8648708,8139
2548123,7096
2414748,7179
5460183,5366
7258556,2947
2534444,9173
566000,2643
6277191,5074
9287409,4729
2407439,3518
4293963,8396
6699540,3384
4341496,4701
8318179,4337
5061885,8476
5900279,9369
9933653,6655
2175684,6967
5256277,7519
3809263,1301
3587710,776
8330988,1649
5755264,6822
9602867,3881
4674525,3578
9649547,7742
2812812,300
5439909,6637
4010220,5400
4088860,4967
7773937,886
6518156,4541
9469230,2334
7482294,7299
3803205,4129
6169676,1057
5639298,9075
408782,2593
1916746,7748
5286357,7821
574165,7864
4453434,3684
9368721,6655
7331834,3341
1175087,4259
3571159,7426
7396674,8210
7460212,2377
5079372,8477
9522195,985
3154095,2296
8355745,9264
6834855,1125
4047967,7370
7587869,3242
2152863,940
1145553,9851
2803154,8387
4097301,5345
1066206,5573
5070135,9673
2734678,8497
467828,9913
865117,5331
4906391,6515
7082160,3714
8796941,3180
2427215,8955
3555405,6401
2546276,1217
1510532,2596
6336951,6510
75227,988
5431797,9449
8164714,4802
7634938,7712
1434052,5609
6618089,9717
8745353,9454
8521041,9507
2374872,8309
7391451,2727
6254467,198
1312031,7935
1525870,1694
3295993,3776
613643,1432
1702857,3029
4152712,4380
7629396,6273
8856034,2092
1577466,6787
2629139,3321
3509700,2769
9194049,1511
5641218,6594
7102654,2555
5583041,7728
5431492,1558
7847208,4675
8398637,7734
3952668,6779
6722275,564
7604221,6747
1108162,8471
6510014,3515
8554003,6879
8555745,8544
6370095,819
5739011,1742
4603854,3262
5169572,5844
1240036,9918
5873300,2161
5718379,5131
9679196,3453
1975525,331
3708500,2146
3151361,9080
7057604,8116
3126607,4316
5757445,2163
7173761,9702
1599701,1662
7353579,6815
920810,509
5750751,7349
9401431,60
8049949,9963
1036809,9816
3374839,137
179602,8346
7313513,2874
1349186,6416
6479718,7508
5320960,4685
2980859,2036
7105984,2569
8601614,4178
6296595,9503
5795941,7042
4902272,5655
3872767,5333
2234921,495
9500051,2261
5200557,5314
8162886,1506
945969,9817
91049,4653
7289058,7352
3871443,1865
7767757,354
1854018,1794
1822057,4043
3124425,5425
7591770,4414
8451740,8282
9981732,5310
4524535,4268
6617634,358
6772048,2725
3064144,939
3013389,7864
8334215,1788
5821210,6378
5349571,3226
4141829,7659
6241495,156
4033971,5388
4109316,1728
5917879,2534
6023698,6080
936628,8300
4465598,67
5351663,4189
9343574,7070
9105502,7704
4559312,5432
6208708,8018
5830929,7915
2246176,9571
974501,1613
6641204,5797
8768333,5332
7066433,5821
5931082,5846
6894553,8226
1669626,8329
7330792,6688
8789713,8176
1681344,2987
439050,8496
6427115,3196
3621133,5735
4739506,9358
1783752,2702
3233491,6482
1525505,7694
2971502,5164
3268479,6429
9479249,3804
8642948,4233
3130036,6223
5918805,9525
5762948,9961
3170027,7146
8280391,5139
7936370,4526
3401404,1143
1702591,5121
6782736,6314
601080,8570
3526955,9669
1607047,1110
7166947,8162
2511166,4080
6368206,6060
7919878,2611
4387661,4464
5716578,9843
1425023,2281
8028950,4151
8673662,9806
6497933,6361
9744715,7711
6026886,5427
3001120,483
3753303,1463
6248085,5382
3656375,1920
2349871,4529
7121141,2285
9643178,830
8736768,139
6654855,5519
7533138,2144
6517871,4129
1265230,7153
2861780,9822
8434761,7120
7517508,966
6848925,9922
8177256,5678
6842773,1676
7680190,8836
455858,8044
4932345,2015
7970057,3586
1812433,202
3556580,9583
7853904,4014
9690922,1012
4379235,1526
9627786,7068
6998396,7762
1815330,2444
7302550,3819
7060842,8339
7592927,304
1734408,5267
5232510,2260
4817585,9728
1172413,9002
8837966,3574
1548130,2948
1682605,5564
9240779,8274
5184560,7820
1829557,2503
3869678,9406
1935191,7422
8452777,1011
7634873,1667
8367752,530
8480185,6906
9617176,6921
4595599,43
7086731,8936
6675755,3505
3100932,7751
8469093,3694
6052059,4276
3357119,932
9569153,3196
3434161,5365
932545,8343
8547165,2859
8047525,9417
9896986,9309
4585486,7198
9406280,7137
8270965,1488
67132,7988
2212565,3240
3568715,7905
8678169,2121
960181,1059
3968503,7592
1754431,6257
8649101,6447
7765887,5064
404462,9333
1466604,4292
1377759,7581
5173026,1427
4674670,2292
9573411,293
3155831,5029
7057798,4111
6249020,2604
4145764,5040
8887757,559
6814896,4966
320124,8495
8657765,9132
7111673,8995
1817840,1343
