character1_id,character2_id,user_id,fightexodus
9870,4484,1978,Win Char2
8887,9112,6651,Win Char2
440,7129,1924,Draw
9458,5624,1527,Draw
4288,9850,2297,Draw
9801,6611,3600,Win Char2
1364,4985,64,Win Char1
466,6021,1424,Draw
5188,8761,8613,Draw
8052,8725,3662,Win Char1
2478,8803,9080,Win Char1
6627,15,8844,Win Char1
6577,5601,1641,Draw
3874,9920,3179,Win Char1
2099,8819,6276,Win Char1
8140,7659,775,Win Char2
3838,1716,7216,Draw
7129,3971,4485,Win Char1
2554,5450,2843,Win Char2
6837,2662,2974,Win Char1
3189,3457,7562,Draw
4346,6409,3586,Win Char2
1072,7723,3885,Win Char2
7438,7975,3616,Draw
6917,986,9974,Win Char2
4698,7709,7544,Win Char1
2554,561,7365,Win Char1
9532,5538,6231,Win Char2
3465,7079,8189,Win Char2
8393,41,4040,Win Char1
8135,8515,2934,Draw
7607,191,6937,Win Char1
7838,8354,552,Draw
5874,8954,9494,Draw
7040,5618,3228,Win Char2
4535,8077,4714,Win Char1
4031,2297,3052,Win Char2
510,3066,2310,Win Char1
5190,1515,112,Win Char2
5506,424,548,Draw
8154,2590,1793,Draw
9257,8543,5221,Draw
2394,56,7732,Win Char2
3377,8507,8508,Win Char1
300,6294,6910,Draw
7156,7469,8896,Draw
4675,2682,3727,Win Char1
5129,6832,5634,Draw
7706,8466,5437,Draw
221,2397,6265,Win Char2
9252,2720,2121,Draw
4857,3303,7738,Win Char1
2765,4802,8858,Draw
1658,6666,7968,Win Char2
5423,4833,5591,Draw
1951,1961,6044,Win Char2
8404,6332,2326,Win Char2
3043,7626,4459,Win Char1
9926,2739,7587,Draw
9028,6755,9156,Draw
7330,8783,1289,Win Char1
6211,6657,1081,Draw
7821,2838,1354,Win Char2
7163,7078,4465,Draw
7497,478,6647,Win Char2
8940,4395,7399,Win Char2
3621,8771,1621,Win Char1
1360,5957,3052,Win Char1
7361,8079,4770,Win Char2
9788,3564,5983,Win Char2
1647,9940,6579,Draw
732,7620,3384,Win Char1
6079,3775,1468,Win Char1
9253,2693,1358,Draw
3846,8971,5571,Draw
4748,9925,3387,Win Char2
5507,9020,8409,Win Char1
5990,4561,6522,Draw
3034,6304,4503,Draw
8144,9145,2259,Draw
1962,8481,2558,Win Char1
6385,3991,9369,Win Char2
892,8212,6400,Win Char1
3885,5255,6254,Win Char2
891,6802,9769,Win Char2
4987,5997,1676,Draw
3724,7209,9185,Draw
9264,5623,8907,Draw
6940,8943,6021,Draw
2992,848,3963,Draw
9453,7757,4172,Draw
7766,4020,8402,Win Char2
9827,378,4382,Win Char2
8864,3929,4437,Win Char1
7850,6644,1990,Draw
3495,7070,4806,Win Char2
3838,4634,257,Win Char1
3889,5778,200,Win Char1
3506,9793,5522,Draw
5076,8647,2561,Draw
4509,4849,820,Win Char2
39,3872,6133,Win Char2
8,9453,3436,Win Char2
4971,3023,7168,Win Char2
6158,5725,8626,Win Char2
4982,8656,7468,Draw
2674,9849,8368,Win Char2
690,6626,3745,Draw
96,9897,1622,Draw
3778,8514,1604,Win Char1
9126,8617,4237,Win Char1
3241,8670,1110,Win Char1
6420,9225,2717,Draw
8219,9997,1981,Win Char2
241,1653,9399,Win Char2
3852,4174,1217,Win Char1
2905,1610,5055,Win Char1
2873,9150,8032,Win Char2
7810,9114,1910,Draw
2926,8499,7664,Draw
122,115,29,Win Char2
3313,2823,5494,Win Char2
8255,609,3293,Draw
1747,38,246,Draw
4348,4277,1379,Draw
5429,2320,3856,Win Char1
1550,9571,659,Draw
1791,4422,9385,Win Char2
2743,7946,8378,Draw
8404,7855,9083,Draw
1636,5303,4968,Win Char2
1832,698,8539,Win Char2
1323,2684,9851,Draw
7155,8918,8730,Draw
6635,1948,2808,Draw
1997,7038,1186,Win Char1
8198,3161,3581,Draw
4051,7547,6179,Draw
657,4354,6400,Win Char1
2861,1634,2060,Draw
5930,5257,8375,Win Char1
3407,4284,8136,Draw
6164,9697,8641,Win Char1
3502,8967,2353,Win Char1
8160,2405,2172,Win Char2
7356,1939,9240,Win Char1
253,8357,3023,Win Char2
5211,4219,3566,Win Char1
550,2076,1060,Win Char1
2027,2050,3293,Draw
4438,3803,684,Draw
488,6473,7254,Win Char2
1403,2962,7646,Win Char2
7336,5450,492,Win Char1
5567,1770,5159,Draw
7710,5895,7324,Win Char1
2181,7867,5318,Win Char1
9472,4389,2682,Win Char2
6890,8596,5773,Draw
4951,8570,2388,Win Char2
2006,5444,8018,Win Char1
8835,5102,5211,Draw
5736,3592,2146,Draw
3053,5337,9521,Win Char2
3578,8734,9301,Win Char2
571,7434,1037,Win Char1
8212,3229,7484,Win Char2
2001,6519,3484,Win Char1
2361,8411,1582,Win Char1
7716,656,8861,Win Char2
774,2883,1903,Win Char2
257,3792,4917,Draw
1591,7648,3350,Draw
6520,443,8546,Win Char1
1848,7520,2297,Draw
4356,4351,6748,Win Char2
3498,9319,8466,Win Char2
9887,1137,5266,Draw
5396,8286,4488,Win Char2
5783,5151,6880,Win Char2
1280,6852,9716,Win Char1
1156,6365,5446,Draw
5905,4541,5395,Win Char2
337,1926,5322,Draw
4980,2376,8900,Draw
8770,6616,7962,Win Char2
1048,6224,1674,Draw
2141,424,5850,Win Char1
6952,4624,7152,Win Char2
1972,743,8554,Win Char1
4689,8805,6784,Draw
2191,889,2562,Win Char1
3108,675,1362,Win Char2
37,9535,3009,Win Char1
5083,965,2429,Win Char1
2033,8406,6956,Win Char1
6936,467,4205,Win Char2
7775,5691,9532,Draw
6336,7804,8864,Draw
6299,7074,6320,Win Char1
2906,14,4266,Win Char2
2913,884,7981,Win Char2
872,9226,1351,Draw
9186,5933,8778,Draw
9172,4413,2616,Win Char1
2878,4102,1192,Win Char2
8276,3590,8810,Win Char1
912,9499,9201,Win Char2
3565,941,1585,Draw
7413,2328,4719,Draw
7120,1101,2391,Draw
3949,9387,4013,Win Char2
7198,3506,2133,Win Char1
8402,55,6042,Win Char2
8278,7366,8240,Win Char2
9548,3255,1512,Win Char1
7746,5124,8584,Draw
1257,7222,7524,Draw
5196,1243,2862,Win Char2
5565,5402,1814,Win Char2
9937,3533,815,Draw
9229,310,5878,Draw
2699,1910,3207,Win Char1
5999,1433,9206,Win Char2
3587,1027,8190,Draw
2960,4580,1776,Draw
3685,7360,9670,Win Char1
7733,7165,4100,Draw
8800,7250,1578,Win Char2
5523,9884,7319,Draw
3425,6618,8995,Win Char2
8440,3423,274,Draw
3390,9875,7544,Draw
8078,8485,9220,Win Char1
8263,9649,1893,Win Char1
4073,3045,9376,Draw
3831,8533,8399,Win Char1
589,5472,9623,Win Char2
5315,5740,1436,Win Char2
8182,983,535,Win Char2
9652,1718,1551,Win Char1
4545,7930,3822,Win Char2
6130,8513,9868,Draw
8169,1457,420,Win Char2
5394,6639,3086,Win Char2
5552,3324,6139,Win Char2
6580,858,5415,Win Char1
8329,7477,2055,Win Char2
6336,4443,7688,Draw
9390,5108,1512,Win Char2
1809,4718,4077,Win Char1
2474,3532,1832,Win Char1
7791,7405,2317,Draw
8974,1817,9324,Win Char1
4817,247,3314,Win Char1
9866,8604,3228,Win Char2
7580,7621,3409,Win Char1
7623,8820,6868,Draw
7879,9705,863,Win Char2
2831,6897,2462,Draw
8871,4612,5384,Win Char2
7529,4531,6269,Draw
8105,3341,6393,Draw
3694,2074,9449,Draw
390,4227,4696,Draw
6352,3288,7907,Draw
2780,7975,392,Win Char2
1479,6217,8533,Win Char2
5636,7414,3244,Win Char1
4548,2746,9095,Draw
6263,3477,5900,Win Char1
7712,5,7785,Draw
4975,9269,466,Draw
1902,9024,8961,Win Char1
6793,2859,8626,Win Char1
9478,1416,8906,Win Char2
8193,459,821,Win Char1
5284,7754,3835,Win Char1
6339,7613,2339,Win Char1
7991,8561,3938,Draw
5234,7254,4380,Draw
2645,1466,5846,Win Char1
4487,9094,7244,Draw
6079,6696,3539,Draw
1525,9562,4216,Win Char2
8236,7209,6252,Win Char2
9867,3927,4851,Win Char1
7389,873,1624,Draw
831,2487,4922,Win Char1
4579,1689,3831,Win Char2
4113,1431,1510,Win Char1
7352,8038,4573,Win Char1
3120,9495,7498,Win Char1
6665,5531,6871,Win Char2
7955,9577,5535,Draw
3877,8865,8858,Win Char1
426,1287,1070,Win Char2
2202,8249,345,Draw
149,4882,4411,Win Char1
9840,7518,2564,Draw
5212,3669,1350,Win Char1
2294,2831,7430,Draw
3264,9778,9070,Win Char1
8439,9551,1453,Win Char1
5502,5087,239,Draw
6482,9645,7656,Draw
7684,3610,3415,Win Char2
9385,43,6468,Draw
9850,4237,8490,Draw
5212,6896,9305,Win Char1
9188,5177,1390,Win Char1
7971,1110,3411,Win Char2
3679,6453,5499,Win Char1
6104,3169,2400,Draw
7312,1258,3339,Win Char1
4360,367,7318,Win Char2
5766,2825,9393,Win Char1
9298,6893,8926,Win Char2
5697,1454,5828,Win Char1
8005,516,9941,Win Char1
4376,9791,4179,Win Char2
7806,6475,3119,Win Char1
3826,3676,8334,Draw
4091,1639,2606,Draw
539,7685,2838,Draw
5514,5184,165,Win Char2
1552,4486,6406,Win Char1
7131,7096,3901,Win Char1
412,1771,7423,Draw
1226,2576,5038,Win Char2
1589,1508,292,Draw
9203,3932,634,Win Char2
4392,6125,327,Draw
8963,4211,1462,Win Char1
4522,720,5834,Win Char1
7633,7362,9093,Win Char2
6892,2073,4883,Draw
7888,3512,6663,Win Char1
6901,1634,7626,Draw
6040,1,7756,Draw
5560,6198,1650,Win Char1
3596,9069,3812,Win Char2
1131,401,6841,Win Char2
3771,2516,7056,Win Char1
2378,5697,4392,Draw
1681,3415,3880,Draw
981,2195,9875,Win Char2
1790,1804,4226,Win Char2
2445,2821,8549,Win Char2
169,2863,8834,Win Char2
5185,4759,4557,Win Char1
6602,4671,1427,Win Char2
3480,2152,6338,Draw
8904,8311,7619,Win Char1
6508,3514,7106,Win Char2
5610,5060,9693,Win Char1
3276,8951,9513,Win Char2
3122,9285,7029,Win Char1
4555,1129,9765,Win Char1
199,1721,8868,Draw
3118,9377,7659,Draw
8786,8267,2632,Win Char2
9478,9397,9636,Draw
1829,188,1943,Win Char1
2066,9211,2052,Draw
8989,2797,3866,Win Char2
3399,7478,8661,Draw
4682,445,3456,Draw
6582,4283,9754,Win Char2
122,635,8013,Draw
5327,9014,136,Draw
1745,9026,6435,Win Char1
1940,1104,5292,Win Char1
1780,4694,5034,Draw
6867,699,8919,Win Char1
286,2143,2634,Win Char1
9321,2125,9822,Win Char2
5665,7066,2328,Win Char1
9031,2106,1259,Win Char1
6839,5754,9722,Draw
4019,9229,6282,Draw
2402,5527,1398,Win Char2
8900,2025,4354,Win Char2
1630,7441,190,Draw
4936,8676,8513,Win Char1
2280,7287,4627,Win Char2
149,5903,8876,Draw
904,8789,379,Draw
249,1295,2267,Draw
3006,9464,5808,Win Char2
1103,1907,5617,Win Char1
9139,543,553,Win Char2
5193,7718,3681,Win Char1
5507,5369,790,Win Char2
9564,322,5900,Win Char2
9821,9423,5570,Win Char2
244,4169,8828,Draw
9248,2455,5115,Win Char2
6073,4232,7290,Draw
1914,3863,2514,Win Char1
4240,9099,9775,Draw
3108,9775,6594,Win Char1
8673,4221,2898,Win Char1
5050,7451,8847,Win Char2
8234,4718,4932,Win Char2
5346,6051,5026,Win Char1
4345,8721,5599,Win Char2
5729,6114,1834,Draw
7287,8492,4187,Draw
7833,5187,8201,Win Char1
5855,3786,1183,Win Char1
7005,9992,429,Draw
1123,8186,4921,Win Char1
3768,4445,4237,Win Char1
606,5601,7189,Win Char1
5125,2714,2071,Win Char2
2145,4791,6781,Draw
2868,7318,6659,Draw
102,2093,7041,Win Char1
1494,7354,2881,Win Char2
5637,1927,2632,Draw
6780,1965,7575,Draw
4320,6540,8028,Win Char2
6080,2223,4091,Win Char2
4453,928,3651,Win Char2
4512,1569,2805,Draw
9689,1011,6463,Draw
6698,6977,8341,Win Char2
7394,2128,5933,Draw
1388,5302,6171,Win Char2
5283,4759,1698,Win Char2
11,431,53,Draw
7992,4103,8384,Win Char2
7886,6284,3164,Win Char1
7136,5671,5908,Draw
1185,7714,4045,Win Char1
1636,7911,6967,Win Char1
9867,1965,972,Draw
1296,9446,8954,Win Char2
3578,218,3802,Win Char1
8898,8062,9255,Draw
5465,3726,1325,Win Char2
6446,4416,4577,Win Char1
6950,3182,907,Win Char2
392,5603,8765,Win Char2
8909,6414,8349,Draw
2465,5972,6927,Win Char2
351,3501,3428,Draw
293,9416,8768,Draw
196,6728,2947,Win Char2
7156,3141,8543,Win Char1
9271,9238,4380,Win Char1
159,5220,3029,Draw
4451,6867,3401,Win Char1
9431,103,9438,Win Char2
8506,9261,1893,Win Char1
7705,8944,576,Draw
3491,7389,4645,Win Char2
9274,8132,5475,Win Char2
9852,3887,4229,Win Char2
5321,7935,9061,Win Char1
17,6178,7091,Draw
7086,4807,5524,Win Char1
6486,1995,4736,Win Char2
4238,7137,7638,Win Char1
3812,9908,831,Win Char1
9530,7162,2038,Draw
2702,8927,4422,Win Char1
4033,2880,1497,Win Char1
60,4774,7988,Draw
710,653,4539,Win Char1
3584,1411,9366,Draw
8094,1698,3239,Draw
1345,5568,8629,Draw
7417,654,2204,Win Char1
3334,805,4168,Win Char2
3613,9066,8934,Win Char2
9064,3151,6352,Win Char2
8553,5596,2778,Win Char1
4188,9306,4896,Win Char1
5894,4172,4667,Win Char2
1060,8427,3486,Win Char1
6343,3,309,Draw
2588,3140,3974,Win Char2
850,1601,6478,Draw
3587,3781,4956,Win Char2
4265,7901,7443,Win Char2
3193,7468,1832,Draw
8194,963,8881,Win Char2
9629,9418,3311,Win Char1
2164,9512,2096,Win Char2
7238,24,8851,Win Char1
3988,2376,7809,Draw
8213,1642,6316,Win Char1
9009,4699,6130,Win Char2
8243,9520,803,Win Char1
5585,4417,5241,Win Char2
4332,5851,3053,Draw
1531,5642,9255,Win Char1
4940,1043,8896,Win Char1
6775,4335,6564,Win Char2
7526,6112,8107,Draw
2594,3953,1221,Win Char1
3360,624,1340,Win Char1
8220,6221,1165,Draw
669,5672,7155,Win Char1
9189,8562,9505,Win Char1
3591,5057,9679,Draw
6850,2516,1979,Draw
8782,1347,3152,Win Char1
1373,5088,4057,Draw
1206,4924,167,Win Char1
2588,9184,7691,Win Char1
2923,3698,9428,Win Char2
6119,1488,5642,Win Char2
4547,5600,9142,Win Char2
2981,3675,7428,Win Char2
1682,7000,7204,Win Char2
3002,8436,1888,Win Char1
9861,5543,2437,Draw
9487,9679,5991,Draw
7483,17,7945,Win Char1
305,4174,2833,Draw
1472,9786,6958,Draw
8973,6482,9484,Win Char1
2267,286,6145,Win Char1
6170,8951,963,Draw
4429,3676,9496,Draw
7479,7728,4727,Win Char2
5476,879,4289,Win Char1
6936,2911,8624,Win Char1
9355,9429,9033,Win Char1
4006,9975,6533,Win Char2
8766,1681,6021,Win Char2
4205,8137,6317,Draw
9486,6618,214,Win Char2
5929,3254,8576,Draw
2271,7883,5707,Win Char2
8288,9355,8276,Win Char1
8525,8084,3762,Draw
2416,4850,2428,Win Char2
6904,952,2859,Win Char2
5861,5605,6789,Win Char2
9330,278,7464,Win Char1
3442,2402,2922,Win Char2
5428,8854,3977,Win Char2
1811,8189,6617,Win Char1
3223,7868,8968,Draw
9397,7513,6456,Win Char1
2480,970,3537,Win Char2
5309,9939,7794,Draw
4450,982,8387,Win Char2
4859,5782,1344,Win Char2
7485,1289,8112,Draw
6022,1383,1049,Win Char1
1882,3606,8050,Draw
136,7650,3775,Win Char1
7209,1120,5575,Win Char1
522,5469,269,Win Char2
6747,7648,9292,Draw
7251,3463,5335,Win Char2
636,1456,7629,Win Char2
41,4893,4316,Win Char2
4930,9306,8633,Win Char1
7062,4634,7191,Win Char1
4816,3372,5383,Win Char1
6623,3230,2778,Draw
9819,2158,374,Win Char1
5833,4204,1323,Draw
2801,1270,1092,Win Char1
6291,6677,3160,Win Char2
9897,4196,5958,Win Char2
1061,7835,1651,Draw
3005,356,8648,Win Char2
3974,6705,5956,Win Char2
1201,6268,8195,Win Char2
8879,7595,5501,Win Char2
8787,6307,5009,Draw
6417,3445,4007,Win Char1
7190,7766,4784,Draw
8323,2614,3510,Win Char2
4663,6968,5589,Draw
740,1756,5628,Draw
8757,1824,827,Draw
8760,2891,806,Win Char2
1913,9928,8313,Win Char1
7701,1671,8612,Win Char1
9783,8610,1668,Draw
2411,6862,1017,Win Char2
3826,3355,6399,Win Char1
8329,9242,5148,Win Char2
7693,9731,8062,Draw
4936,1799,7830,Win Char2
3489,8364,2866,Win Char1
6768,1911,2669,Draw
2692,7504,9115,Win Char1
5101,620,7271,Draw
8764,5108,9312,Draw
5616,9052,7250,Win Char2
7311,6354,144,Win Char1
7216,9410,9887,Win Char1
9292,3869,3063,Win Char1
1597,507,5856,Win Char2
9867,9276,7450,Win Char2
6966,4599,2181,Draw
8553,3236,9143,Draw
5449,2809,1060,Win Char2
9016,5377,1267,Win Char2
8117,8886,2662,Draw
169,3714,7651,Draw
1079,248,8508,Win Char2
7911,4152,2061,Win Char1
1150,383,2615,Win Char2
553,4288,7840,Win Char1
2831,5109,9120,Draw
1869,8331,3696,Win Char1
1776,1711,3680,Draw
3191,8796,2351,Win Char2
4949,3552,912,Win Char2
5598,6287,9371,Draw
2879,9932,894,Draw
8375,460,5579,Win Char1
7992,7689,4982,Win Char2
4972,8778,1394,Draw
1344,4265,6033,Draw
7080,4330,4770,Win Char2
9634,8905,9,Draw
8444,1081,3157,Draw
9453,5958,5130,Win Char2
9770,6200,9385,Draw
9157,1859,230,Draw
8027,9418,999,Win Char1
9061,2893,3553,Win Char2
6858,1784,6666,Win Char1
1432,2257,4763,Win Char1
8357,4760,7256,Win Char1
9744,2924,3563,Draw
867,5616,1720,Draw
1426,3518,1866,Draw
1899,6238,2994,Win Char2
2049,4821,2778,Win Char1
1690,8392,7045,Win Char1
1688,9908,7415,Win Char2
5574,6604,4319,Draw
3533,8612,8558,Draw
983,8960,7803,Win Char2
6569,7896,448,Win Char1
4781,9598,3694,Win Char2
6667,2413,7197,Draw
9345,6538,8778,Win Char2
7552,1080,4530,Draw
6079,7599,3310,Win Char1
1757,8379,1241,Draw
481,9199,9629,Win Char2
7332,6574,2325,Win Char2
9966,9938,7520,Win Char2
9511,3999,2970,Win Char1
1076,9552,2040,Win Char1
4001,2031,8384,Win Char2
4036,7124,2260,Win Char1
1172,9918,8708,Win Char1
7995,8240,3803,Win Char1
8104,2639,9196,Win Char2
5153,2434,147,Win Char2
3692,229,2650,Win Char1
2427,19,2946,Draw
5464,280,5473,Win Char2
5065,5724,2072,Draw
6873,3452,8981,Draw
3854,7895,9790,Draw
8573,8266,2960,Win Char2
9230,3730,2281,Draw
2665,1250,4688,Win Char1
2679,9658,7786,Win Char2
6901,6309,590,Win Char2
6170,584,8211,Win Char1
4165,7104,7180,Win Char2
5583,907,3900,Win Char1
3380,8726,7399,Win Char1
3408,7502,7993,Win Char2
9831,3674,969,Draw
5303,1194,5687,Draw
224,4218,8760,Win Char1
8337,9815,1336,Draw
1679,2628,7563,Win Char2
7322,8807,2085,Draw
6823,6381,2139,Draw
852,7196,6853,Win Char2
1079,9141,8706,Draw
4372,4660,4865,Draw
3551,5495,6181,Win Char2
1479,3182,5824,Win Char2
6508,3268,1715,Draw
7360,4985,8033,Win Char2
3881,5294,4696,Win Char1
7081,5660,4520,Draw
2165,5603,2711,Win Char2
7933,3548,737,Win Char2
815,5636,1538,Win Char1
1942,53,7354,Win Char2
9035,203,8927,Draw
2501,9796,5773,Win Char1
164,8746,5394,Win Char1
9707,5500,5206,Win Char2
4568,5090,2417,Win Char2
7850,8870,3153,Draw
4875,8896,2167,Win Char2
117,4676,2270,Draw
3942,3641,1641,Draw
1111,755,9306,Win Char2
3096,2784,1682,Win Char1
6290,8515,7006,Win Char2
3308,3707,475,Win Char1
8175,7206,6394,Win Char2
800,4759,5421,Win Char2
9352,9670,692,Win Char1
4549,288,991,Win Char2
1189,7356,2727,Win Char1
1687,231,7727,Win Char2
4345,1356,7498,Win Char1
9531,6014,8454,Draw
6219,9640,4826,Win Char2
7913,6472,1413,Win Char2
134,4521,8406,Win Char1
6830,6394,5956,Draw
6508,3041,201,Win Char2
4617,9813,2473,Win Char1
8803,7473,8844,Win Char1
5556,7786,6704,Draw
7683,1100,1586,Win Char1
9294,6949,199,Draw
311,3482,3836,Draw
7215,2903,6574,Win Char2
6510,925,6585,Win Char1
6300,6157,5109,Win Char2
7259,2396,1840,Draw
9216,3517,9392,Draw
6175,2536,8835,Win Char2
2968,9346,8110,Win Char1
4225,6095,941,Win Char2
1315,4010,4347,Win Char2
3652,4268,6426,Win Char2
5339,1934,7431,Win Char1
1460,2150,4133,Win Char1
8537,9109,5890,Win Char1
4394,6428,3023,Win Char1
2109,3629,9035,Win Char1
3306,4901,7131,Draw
5459,7386,9432,Win Char1
8315,3614,7108,Win Char2
7635,590,9116,Win Char2
8008,7058,4454,Win Char1
4267,2328,7756,Draw
4891,7481,2133,Win Char1
7614,8674,450,Win Char1
8071,9496,4461,Win Char1
1343,1375,1233,Draw
4835,8221,2316,Win Char2
9542,8908,7005,Win Char1
9790,5390,6110,Win Char2
892,3061,6800,Win Char2
2128,3549,7937,Draw
1880,5794,5241,Win Char2
2888,6402,1322,Draw
5352,356,3671,Win Char2
8624,7733,2886,Draw
4733,2392,1393,Win Char2
5908,5933,7381,Win Char2
1655,6289,4120,Draw
6940,202,9790,Win Char2
3004,4910,3478,Win Char2
154,5695,874,Draw
3517,6024,6842,Win Char2
4241,7651,6468,Win Char1
3406,3756,1524,Draw
1022,9035,4575,Win Char2
1473,4834,4827,Draw
6635,790,5426,Draw
5610,3017,2457,Win Char2
5961,662,4198,Draw
1448,8915,5170,Win Char1
3190,1194,8686,Win Char2
4109,6519,5780,Draw
6967,9082,1091,Win Char1
4467,3247,9261,Draw
8899,1362,5697,Win Char1
5784,2696,8578,Win Char2
6317,994,7838,Win Char2
6533,2389,621,Win Char1
5942,4689,3515,Win Char1
4932,1553,2044,Draw
7776,8331,5966,Win Char2
1084,1494,2383,Draw
2651,2505,1988,Draw
5203,1153,6931,Win Char1
6210,2008,9212,Win Char2
9198,6000,9122,Draw
178,2553,5538,Draw
6354,5532,7320,Draw
4105,4828,3625,Win Char1
5624,2823,7156,Win Char1
7772,4312,3876,Win Char1
5903,59,48,Draw
8243,4715,4165,Draw
3761,6729,9404,Win Char1
2500,6623,2095,Win Char1
9330,7603,7793,Win Char1
1621,9427,3948,Win Char2
3695,8840,964,Win Char2
2858,3234,5103,Win Char1
1444,540,6866,Win Char1
821,5492,7839,Draw
6004,4818,8473,Draw
9142,407,1491,Draw
7426,8332,6764,Win Char1
3398,1388,4812,Win Char1
4654,8938,4986,Draw
4202,5498,7546,Win Char1
5106,4060,6914,Win Char1
8615,8661,9158,Win Char1
5118,4582,7186,Draw
1961,3361,949,Win Char2
2685,6377,8195,Win Char2
1471,6598,6491,Draw
107,7823,1811,Win Char2
7863,1349,1715,Win Char1
2309,4590,8715,Win Char1
431,9053,8874,Win Char1
576,2711,1040,Draw
2341,3942,9840,Draw
5394,174,7524,Draw
7306,5136,1272,Win Char2
9733,6162,2040,Draw
5667,1876,2508,Draw
2844,4995,1453,Draw
4091,1915,3355,Draw
1570,1122,1990,Win Char1
5616,6778,9877,Win Char1
78,197,3122,Win Char1
504,412,6747,Win Char1
5846,282,2560,Win Char2
2645,6110,4169,Draw
373,9816,7590,Win Char2
8613,7971,5510,Win Char1
9925,6028,7107,Win Char2
901,5852,5030,Win Char2
6877,8011,897,Draw
2746,6304,4977,Draw
1101,9255,222,Win Char2
8745,8043,2263,Draw
3030,1272,9527,Win Char2
441,969,2125,Win Char1
1828,5493,7288,Win Char1
1423,7311,6949,Draw
674,4689,8286,Draw
1293,3612,5039,Win Char1
7653,6024,9006,Draw
4365,1071,3263,Draw
769,4180,8357,Win Char2
4213,1522,2931,Win Char2
7765,6225,7931,Draw
783,6413,3783,Win Char1
5522,2701,661,Win Char1
6274,542,1571,Win Char2
8771,372,2226,Draw
6014,1898,6454,Win Char2
9613,4611,148,Win Char1
6952,735,2737,Win Char1
5716,9234,5591,Win Char1
9169,4821,9790,Draw
1200,7140,1191,Draw
6313,5198,1591,Draw
7241,5840,7080,Win Char2
9547,5725,5560,Win Char2
72,4656,6038,Win Char2
5850,6382,654,Win Char2
4551,659,4485,Draw
8224,8382,902,Win Char1
7881,2565,3387,Win Char2
8021,9380,9593,Draw
6819,8459,458,Win Char1
2188,7878,7648,Win Char2
3811,9433,1466,Win Char2
545,4738,7627,Win Char1
4163,1969,5747,Win Char2
347,3880,9046,Draw
8594,3535,1568,Draw
9212,4225,6485,Draw
8815,9735,5779,Draw
4568,6356,7294,Win Char1
7157,1677,6777,Win Char2
9442,159,6356,Win Char2
5630,4785,8835,Draw
5938,9157,6124,Draw
4565,7950,1834,Draw
1648,9348,2026,Win Char2
7802,4128,5371,Draw
2429,6427,2959,Draw
7945,419,7396,Win Char2
7902,4267,5492,Win Char1
1806,6461,2270,Draw
6679,8033,2757,Win Char2
8791,9492,7470,Draw
8510,2591,4777,Win Char2
7770,5430,2658,Win Char2
8808,6287,8392,Draw
2809,9789,7486,Win Char2
1561,3835,8004,Draw
3717,7653,8549,Win Char2
5794,3599,4988,Draw
1732,7747,2063,Win Char2
5011,8744,6466,Draw
7121,9477,7605,Win Char2
3923,1839,5968,Draw
5717,9984,5943,Win Char2
2141,7868,9657,Win Char2
764,7127,9387,Win Char2
547,9669,8059,Win Char1
663,301,8186,Win Char2
6850,243,8086,Win Char1
9179,3399,807,Draw
8300,8244,4723,Win Char1
5334,2937,8274,Win Char1
6007,3137,7395,Win Char2
6911,2449,8480,Win Char2
2012,9740,9287,Win Char2
5667,654,4956,Win Char1
982,2704,7193,Win Char1
5400,5800,193,Win Char2
7440,3700,5866,Win Char1
6340,9870,4497,Win Char2
4950,1477,2799,Draw
1188,9285,449,Win Char2
855,680,509,Draw
558,4787,777,Win Char1
6361,8656,1659,Draw
3640,6445,3481,Draw
4124,4722,9963,Win Char2
8936,2698,4809,Draw
8215,6422,7147,Draw
9885,7699,1962,Draw
6477,5510,4278,Win Char2
6704,8477,5119,Draw
3725,4356,1574,Win Char2
1721,1916,2138,Win Char2
8077,2178,196,Win Char2
78,7781,9179,Draw
4266,2789,1176,Draw
3024,451,8347,Draw
3015,2402,6027,Draw
4705,8270,9512,Win Char2
149,1637,81,Draw
661,8391,5201,Draw
7793,7160,5740,Win Char2
6931,9265,3623,Win Char1
1202,5936,9645,Win Char1
542,2052,9323,Win Char2
790,3783,3794,Win Char1
2244,5022,4256,Win Char2
2122,5396,3221,Draw
8322,2833,7237,Win Char2
471,11,8687,Draw
4215,9835,5232,Draw
6196,8912,2402,Win Char2
2693,3455,1244,Draw
9814,1053,7717,Win Char2
7435,6891,331,Win Char2
3181,2284,2316,Draw
2661,6460,2529,Win Char1
8478,1759,7201,Win Char1
4361,2129,313,Win Char2
5225,9357,3077,Draw
9137,4604,8838,Win Char2
2799,7429,1019,Win Char1
3408,8686,4829,Draw
1189,4456,9720,Win Char1
1332,3748,1172,Draw
137,8334,5732,Win Char2
9050,9057,1164,Win Char1
4636,2779,2745,Draw
7876,6659,5283,Draw
8520,3170,8001,Win Char2
210,6761,8387,Win Char2
2388,7070,5502,Win Char2
4861,6059,9774,Win Char1
8121,3726,934,Win Char2
9166,8927,3075,Win Char1
7648,6480,3947,Win Char1
8998,4155,6208,Win Char1
5198,8908,8514,Win Char1
4192,412,2918,Win Char1
8063,4086,6915,Win Char2
6552,2301,1485,Win Char2
9805,1605,7871,Win Char2
1243,6973,2817,Draw
4330,7733,6214,Draw
5686,4857,5652,Draw
4138,1302,521,Draw
2607,3958,8680,Win Char2
